,Player,fpl_id,GW,Likes,Followers,Comments,Verified,Positive,Neutral,Negative,Positive Sum,Neutral Sum,Negative Sum,Positive Mean,Neutral Mean,Negative Mean,Positive Majority,Neutral Majority,Negative Majority
222,Rice,16,20,0,34317,0,[False],[0.9416173],[0.03836003],[0.020022653],0.9416173100471497,0.038360029458999634,0.02002265304327011,0.9416173,0.03836003,0.020022653,0,1,0
223,Raya,15,20,22,7998,13,"[False, False, False]","[0.7389842, 0.8778573, 0.9029103]","[0.23427957, 0.115618974, 0.08346617]","[0.026736202, 0.006523722, 0.013623543]",2.5197518467903137,0.43336471915245056,0.04688346665352583,0.83991724,0.14445491,0.015627822,1,2,0
224,Saliba,18,1,4022,6423493,330,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.9099045, 0.8931539, 0.95328885, 0.77253705, 0.76748013, 0.73270476, 0.91087544, 0.5082733, 0.90823793, 0.87637246, 0.8753256, 0.5011211, 0.9480127, 0.9592961, 0.8825734, 0.8927018, 0.90500665, 0.8448977, 0.7920171]","[0.08402789, 0.10351823, 0.03838424, 0.22467834, 0.16754557, 0.25861883, 0.0693387, 0.48877725, 0.086673304, 0.09864818, 0.117710404, 0.48267877, 0.031348124, 0.034498394, 0.08371283, 0.05426975, 0.08550916, 0.101681404, 0.20452791]","[0.006067597, 0.003327842, 0.008326866, 0.002784655, 0.06497424, 0.00867644, 0.019785896, 0.00294943, 0.0050887507, 0.024979401, 0.006964031, 0.016200116, 0.020639192, 0.006205499, 0.033713706, 0.053028446, 0.009484162, 0.05342087, 0.0034549488]",15.833780527114868,2.8161472901701927,0.3500720909796655,0.8333568,0.14821827,0.018424846,7,12,0
225,Tomiyasu,22,1,69,413722,6,"[False, False, False, False, False, False, False, False]","[0.5231771, 0.8454583, 0.9448217, 0.78374845, 0.9460611, 0.80930036, 0.8595922, 0.74772626]","[0.46633318, 0.13345282, 0.049191505, 0.21077055, 0.048209004, 0.18059005, 0.12737712, 0.24790762]","[0.010489733, 0.021088848, 0.0059867604, 0.0054810164, 0.005729967, 0.010109557, 0.0130306585, 0.0043661552]",6.459885478019714,1.4638318493962288,0.07628269493579865,0.8074857,0.18297897,0.009535337,1,5,2
226,Thomas,20,1,115,52897,70,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.9462837, 0.6493612, 0.9463667, 0.5818035, 0.6097182, 0.5480633, 0.95628273, 0.72214764, 0.7486756, 0.81441367, 0.95586663, 0.73816484, 0.54932326, 0.95440257, 0.7656225, 0.5544707, 0.6125175, 0.9752958, 0.6199058]","[0.043318436, 0.34106526, 0.042359155, 0.4124389, 0.3843631, 0.41908246, 0.025842076, 0.22083744, 0.23188499, 0.16485527, 0.04141781, 0.25134972, 0.365535, 0.034564268, 0.21636976, 0.43859157, 0.35298628, 0.02281931, 0.3560759]","[0.01039782, 0.009573535, 0.011274054, 0.0057576136, 0.0059186127, 0.032854203, 0.017875189, 0.05701484, 0.019439403, 0.020731086, 0.0027156074, 0.010485461, 0.08514174, 0.01103314, 0.018007684, 0.006937742, 0.034496207, 0.001884864, 0.024018211]",14.248685836791992,4.365756722167134,0.38555701496079564,0.74993086,0.22977668,0.020292476,6,12,1
227,Calafiori,578,1,29,51669,9,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.84528434, 0.95328885, 0.9592961, 0.9304091, 0.80558157, 0.7167121, 0.8150462, 0.60212284, 0.6419675, 0.7432167, 0.62385476, 0.7079023, 0.93068784, 0.74772626]","[0.0861431, 0.03838424, 0.034498394, 0.059225284, 0.19125356, 0.26641783, 0.17892057, 0.37599096, 0.34436452, 0.24448982, 0.35321477, 0.28455743, 0.03902625, 0.24790762]","[0.06857251, 0.008326866, 0.006205499, 0.010365588, 0.0031648485, 0.01687004, 0.0060332436, 0.0218862, 0.013667972, 0.012293502, 0.022930522, 0.0075402283, 0.03028587, 0.0043661552]",11.023096442222595,2.7443943470716476,0.23250904050655663,0.787364,0.19602816,0.016607787,6,7,1
228,Zinchenko,25,1,8,5272,5,"[False, False, False, False, False, False, False]","[0.9592961, 0.9304091, 0.59988207, 0.82949096, 0.88874406, 0.62385476, 0.8661624]","[0.034498394, 0.059225284, 0.35231593, 0.11231856, 0.07713711, 0.35321477, 0.0806842]","[0.006205499, 0.010365588, 0.047802024, 0.05819048, 0.034118805, 0.022930522, 0.053153392]",5.697839438915253,1.0693942531943321,0.23276630882173777,0.81397706,0.15277061,0.03325233,1,6,0
229,Lewis-Skelly,597,1,51,243859,3,"[False, False]","[0.9540595, 0.9113612]","[0.038134273, 0.0832043]","[0.007806234, 0.005434502]",1.8654206991195679,0.12133857235312462,0.013240735977888107,0.93271035,0.060669288,0.006620368,0,2,0
230,Ødegaard,13,1,8,131116,3,"[False, False, False, False, False]","[0.90548044, 0.7218038, 0.6102205, 0.8383, 0.9183459]","[0.056702007, 0.23817179, 0.37604538, 0.11506233, 0.06634398]","[0.03781764, 0.0400244, 0.013734121, 0.046637736, 0.015310079]",3.9941506385803223,0.8523254804313183,0.1535239741206169,0.79883015,0.1704651,0.030704796,0,5,0
231,Trossard,23,1,2,7440,0,"[False, False, False]","[0.75796235, 0.878603, 0.79416573]","[0.23105909, 0.10763616, 0.19475546]","[0.01097852, 0.013760841, 0.011078758]",2.4307310581207275,0.5334507152438164,0.035818119533360004,0.81024367,0.17781691,0.011939374,0,1,2
